# time des_x des_y des_z pos_x pos_y pos_z des_vx des_vy des_vz vel_x vel_y vel_z err_x err_y err_z verr_x verr_y verr_z force_x force_y force_z kx0 kx1 kx2 kv0 kv1 kv2
1767437132.826422998 -6.24226 0.835321 1.49992 -6.24189 0.833485 1.49986 0.836454 -0.154887 -0.000254597 0.84189 -0.152771 -7.03031e-05 -0.000370127 0.00183584 6.1631e-05 -0.00543546 -0.00211562 -0.000184294 0.279213 0.274157 9.61355 15.7 15.7 15 6.4 6.4 6
1767437132.836130307 -6.23373 0.833758 1.49992 -6.23346 0.831971 1.49986 0.839752 -0.152189 -0.00025523 0.844829 -0.15003 -7.93476e-05 -0.000273779 0.00178719 5.97858e-05 -0.00507732 -0.00215851 -0.000175883 0.27868 0.274916 9.61358 15.7 15.7 15 6.4 6.4 6
1767437132.845603864 -6.22603 0.832376 1.49992 -6.22584 0.830632 1.49986 0.842681 -0.149745 -0.000255733 0.847426 -0.147549 -8.65536e-05 -0.000183687 0.00174349 5.81929e-05 -0.0047452 -0.0021963 -0.000169179 0.278345 0.275532 9.61361 15.7 15.7 15 6.4 6.4 6
1767437132.855851316 -6.21714 0.830815 1.49992 -6.2165 0.829026 1.49986 0.846001 -0.14692 -0.00025623 0.850544 -0.144498 -9.4079e-05 -0.000637287 0.0017888 5.64939e-05 -0.00454323 -0.00242172 -0.000162151 0.268095 0.276486 9.61363 15.7 15.7 15 6.4 6.4 6
1767437132.865918297 -6.20859 0.829345 1.49991 -6.20798 0.827595 1.49986 0.849142 -0.144193 -0.000256627 0.853333 -0.14171 -0.000100257 -0.000600969 0.00175054 5.48773e-05 -0.00419109 -0.00248341 -0.000156369 0.266711 0.277022 9.61365 15.7 15.7 15 6.4 6.4 6
1767437132.875942905 -6.2 0.827904 1.49991 -6.19944 0.826192 1.49986 0.852238 -0.141453 -0.000256945 0.856083 -0.138909 -0.000106217 -0.00056417 0.00171248 5.33189e-05 -0.00384505 -0.00254362 -0.000150728 0.265329 0.277486 9.61367 15.7 15.7 15 6.4 6.4 6
1767437132.885789032 -6.19159 0.826524 1.49991 -6.19086 0.824817 1.49986 0.85522 -0.138763 -0.000257179 0.8588 -0.136097 -0.000111945 -0.000727704 0.00170717 5.18774e-05 -0.00358022 -0.00266607 -0.000145233 0.260412 0.277953 9.61369 15.7 15.7 15 6.4 6.4 6
1767437132.896021071 -6.18301 0.825147 1.49991 -6.18226 0.82347 1.49985 0.85821 -0.136014 -0.000257339 0.861488 -0.133274 -0.000117541 -0.000746788 0.0016777 5.04478e-05 -0.00327755 -0.00274003 -0.000139799 0.25797 0.278292 9.61371 15.7 15.7 15 6.4 6.4 6
1767437132.905786951 -6.17442 0.823802 1.4999 -6.17363 0.822151 1.49985 0.861151 -0.133261 -0.000257421 0.86415 -0.130443 -0.000123182 -0.000786901 0.00165128 4.90802e-05 -0.00299861 -0.00281792 -0.000134239 0.255093 0.27857 9.61373 15.7 15.7 15 6.4 6.4 6
1767437132.916081443 -6.16575 0.822477 1.4999 -6.16498 0.820861 1.49985 0.86407 -0.130478 -0.000257425 0.866789 -0.127604 -0.000128915 -0.000768106 0.00161558 4.77523e-05 -0.00271818 -0.00287367 -0.000128509 0.253161 0.278773 9.61375 15.7 15.7 15 6.4 6.4 6
1767437132.925762238 -6.15705 0.821179 1.4999 -6.1563 0.819599 1.49985 0.866948 -0.127685 -0.000257349 0.869405 -0.124759 -0.000134705 -0.000749469 0.00157994 4.64834e-05 -0.00245748 -0.00292588 -0.000122645 0.251138 0.278919 9.61377 15.7 15.7 15 6.4 6.4 6
1767437132.934921776 -6.14918 0.820033 1.4999 -6.14846 0.818488 1.49985 0.869508 -0.125156 -0.000257213 0.871741 -0.122193 -0.000139913 -0.000713016 0.00154506 4.53867e-05 -0.00223336 -0.00296325 -0.0001173 0.249584 0.279003 9.6138 15.7 15.7 15 6.4 6.4 6
1767437132.946078813 -6.13971 0.81869 1.49989 -6.13886 0.817161 1.49985 0.872533 -0.122117 -0.000256965 0.874573 -0.119052 -0.000146083 -0.000855398 0.00152878 4.4167e-05 -0.00203995 -0.00306449 -0.000110882 0.24436 0.279058 9.61382 15.7 15.7 15 6.4 6.4 6
1767437132.955815790 -6.131 0.817487 1.49989 -6.1301 0.815985 1.49985 0.875267 -0.119319 -0.000256655 0.877123 -0.116193 -0.000151763 -0.00090346 0.00150177 4.30966e-05 -0.00185607 -0.00312592 -0.000104892 0.240944 0.279042 9.61385 15.7 15.7 15 6.4 6.4 6
1767437132.965646461 -6.12225 0.816309 1.49989 -6.12132 0.814837 1.49985 0.877969 -0.116508 -0.000256266 0.879651 -0.113331 -0.000157427 -0.000931661 0.00147167 4.20812e-05 -0.00168201 -0.00317664 -9.88386e-05 0.237807 0.278972 9.61388 15.7 15.7 15 6.4 6.4 6
1767437132.975578147 -6.11344 0.815156 1.49988 -6.11251 0.813718 1.49984 0.880638 -0.113683 -0.000255797 0.882153 -0.110467 -0.000163034 -0.000937166 0.00143833 4.11203e-05 -0.00151534 -0.00321572 -9.27625e-05 0.235006 0.278852 9.61391 15.7 15.7 15 6.4 6.4 6
1767437132.985884214 -6.1045 0.814018 1.49988 -6.10367 0.812628 1.49984 0.883302 -0.110815 -0.000255241 0.884629 -0.107601 -0.000168512 -0.000828013 0.00139048 4.01873e-05 -0.00132704 -0.00321375 -8.67285e-05 0.234134 0.278699 9.61394 15.7 15.7 15 6.4 6.4 6
1767437132.995116244 -6.09642 0.813018 1.49988 -6.0957 0.811671 1.49984 0.885668 -0.108228 -0.00025467 0.886833 -0.105021 -0.000173261 -0.000722894 0.00134718 3.93975e-05 -0.00116505 -0.00320626 -8.14089e-05 0.23344 0.27853 9.61397 15.7 15.7 15 6.4 6.4 6
1767437133.005667057 -6.0873 0.811919 1.49988 -6.08682 0.810635 1.49984 0.888296 -0.105307 -0.000253948 0.889253 -0.102154 -0.000178011 -0.000475055 0.00128428 3.85372e-05 -0.000956111 -0.00315231 -7.59374e-05 0.234893 0.278337 9.614 15.7 15.7 15 6.4 6.4 6
1767437133.015721167 -6.07802 0.810837 1.49987 -6.07702 0.809529 1.49984 0.89092 -0.102342 -0.000253131 0.891878 -0.0990011 -0.000182482 -0.000993382 0.00130782 3.78767e-05 -0.000957291 -0.00334135 -7.06486e-05 0.22296 0.277873 9.61403 15.7 15.7 15 6.4 6.4 6
1767437133.025755206 -6.06909 0.809827 1.49987 -6.06809 0.808553 1.49983 0.8934 -0.0994946 -0.000252265 0.894229 -0.0961351 -0.000186086 -0.000995323 0.00127353 3.71907e-05 -0.000829054 -0.00335941 -6.61795e-05 0.220152 0.277508 9.61405 15.7 15.7 15 6.4 6.4 6
1767437133.035292119 -6.06057 0.808892 1.49987 -6.06004 0.807699 1.49983 0.895727 -0.0967812 -0.000251367 0.896317 -0.0935567 -0.000189199 -0.000530612 0.00119222 3.64807e-05 -0.000590348 -0.00322446 -6.21679e-05 0.225583 0.277304 9.61407 15.7 15.7 15 6.4 6.4 6
1767437133.046180190 -6.05113 0.807889 1.49987 -6.05016 0.806688 1.49983 0.898258 -0.093783 -0.000250292 0.898832 -0.0904069 -0.000192434 -0.000967869 0.00120168 3.5942e-05 -0.000574018 -0.00337604 -5.78588e-05 0.215112 0.276639 9.6141 15.7 15.7 15 6.4 6.4 6
1767437133.055916747 -6.04214 0.806967 1.49986 -6.04116 0.805798 1.49983 0.900626 -0.0909342 -0.00024919 0.901083 -0.0875455 -0.000194922 -0.000981017 0.00116867 3.53838e-05 -0.000457259 -0.00338877 -5.4268e-05 0.212164 0.276118 9.61412 15.7 15.7 15 6.4 6.4 6
1767437133.066044527 -6.03306 0.806065 1.49986 -6.03214 0.804937 1.49983 0.902978 -0.0880607 -0.000247998 0.9033 -0.0846862 -0.000197231 -0.0009158 0.00112799 3.48398e-05 -0.000322396 -0.00337441 -5.07671e-05 0.210567 0.27558 9.61414 15.7 15.7 15 6.4 6.4 6
1767437133.078402150 -6.02404 0.8052 1.49986 -6.0231 0.804104 1.49983 0.905271 -0.085216 -0.000246739 0.905483 -0.0818296 -0.000199303 -0.000940091 0.00109626 3.4355e-05 -0.00021271 -0.00338637 -4.74353e-05 0.207472 0.274947 9.61416 15.7 15.7 15 6.4 6.4 6
1767437133.085814722 -6.01498 0.804363 1.49986 -6.01403 0.8033 1.49982 0.907533 -0.0823676 -0.000245398 0.907634 -0.078976 -0.000201197 -0.000948487 0.001063 3.38988e-05 -0.000100826 -0.00339159 -4.42012e-05 0.204669 0.274266 9.61418 15.7 15.7 15 6.4 6.4 6
1767437133.095980274 -6.00598 0.803561 1.49985 -6.00494 0.802525 1.49982 0.909743 -0.0795442 -0.000243991 0.909752 -0.0761258 -0.0002029 -0.00103033 0.00103619 3.34945e-05 -8.72157e-06 -0.0034184 -4.10908e-05 0.200646 0.273484 9.6142 15.7 15.7 15 6.4 6.4 6
1767437133.105869858 -5.99686 0.802779 1.49985 -5.99584 0.801778 1.49982 0.91194 -0.0766965 -0.000242491 0.911837 -0.0732794 -0.000204332 -0.00102631 0.00100171 3.30975e-05 0.000102538 -0.00341709 -3.81595e-05 0.198096 0.272694 9.61422 15.7 15.7 15 6.4 6.4 6
1767437133.115680588 -5.98774 0.802028 1.49985 -5.98671 0.801059 1.49982 0.914099 -0.0738563 -0.000240915 0.913891 -0.0704372 -0.000205549 -0.00103607 0.000968459 3.27331e-05 0.000208414 -0.00341913 -3.5366e-05 0.195333 0.271838 9.61424 15.7 15.7 15 6.4 6.4 6
1767437133.125914496 -5.97854 0.801299 1.49985 -5.97756 0.800369 1.49982 0.91624 -0.0710002 -0.000239249 0.915913 -0.0675997 -0.000206611 -0.000981695 0.00093027 3.23797e-05 0.000327054 -0.00340048 -3.26377e-05 0.19367 0.27097 9.61426 15.7 15.7 15 6.4 6.4 6
1767437133.134867472 -5.97019 0.800664 1.49985 -5.96931 0.799772 1.49981 0.918149 -0.0684179 -0.000237672 0.917706 -0.0650505 -0.000207396 -0.000881579 0.000892468 3.20717e-05 0.000443317 -0.00336743 -3.02754e-05 0.193048 0.270181 9.61427 15.7 15.7 15 6.4 6.4 6
1767437133.145806576 -5.96022 0.799939 1.49984 -5.9592 0.799074 1.49981 0.920388 -0.0653475 -0.000235708 0.919863 -0.0619411 -0.00020797 -0.00101864 0.00086557 3.17897e-05 0.000524571 -0.00340637 -2.77378e-05 0.187952 0.268958 9.61429 15.7 15.7 15 6.4 6.4 6
1767437133.156209971 -5.95101 0.7993 1.49984 -5.94999 0.798468 1.49981 0.922417 -0.0625238 -0.000233817 0.921792 -0.0591212 -0.000208261 -0.00101832 0.000831901 3.15249e-05 0.000624573 -0.00340256 -2.55554e-05 0.185438 0.267881 9.61431 15.7 15.7 15 6.4 6.4 6
1767437133.165806179 -5.94177 0.798688 1.49984 -5.94077 0.797891 1.49981 0.924417 -0.0597015 -0.000231844 0.923692 -0.0563084 -0.000208334 -0.00100158 0.000797261 3.12773e-05 0.000725755 -0.00339314 -2.35099e-05 0.183217 0.266762 9.61433 15.7 15.7 15 6.4 6.4 6
1767437133.177502421 -5.93317 0.798146 1.49984 -5.93244 0.797396 1.4998 0.926245 -0.0570895 -0.000229944 0.925376 -0.0537834 -0.000208219 -0.000729217 0.000750379 3.10077e-05 0.000868787 -0.00330609 -2.17255e-05 0.185532 0.265939 9.61434 15.7 15.7 15 6.4 6.4 6
1767437133.185961858 -5.9231 0.797543 1.49983 -5.92225 0.796821 1.4998 0.928347 -0.054043 -0.000227637 0.927403 -0.0507065 -0.000207733 -0.000849061 0.000721623 3.08112e-05 0.000944427 -0.00333649 -1.9904e-05 0.180805 0.264475 9.61436 15.7 15.7 15 6.4 6.4 6
1767437133.195988208 -5.91384 0.797018 1.49983 -5.91297 0.796328 1.4998 0.930245 -0.051255 -0.000225439 0.929216 -0.0479188 -0.00020695 -0.000869002 0.000689947 3.06268e-05 0.0010288 -0.00333628 -1.84886e-05 0.178008 0.263167 9.61437 15.7 15.7 15 6.4 6.4 6
1767437133.206080953 -5.90461 0.796523 1.49983 -5.90367 0.795863 1.4998 0.932102 -0.0484901 -0.000223176 0.931002 -0.0451407 -0.000205915 -0.000936483 0.000660702 3.0467e-05 0.00110001 -0.00334943 -1.7261e-05 0.174428 0.261759 9.61438 15.7 15.7 15 6.4 6.4 6
1767437133.215610128 -5.89532 0.796054 1.49983 -5.89435 0.795425 1.4998 0.933937 -0.0457227 -0.000220827 0.932762 -0.0423728 -0.000204707 -0.000964855 0.000629211 3.03097e-05 0.00117484 -0.0033499 -1.61195e-05 0.171503 0.260335 9.61439 15.7 15.7 15 6.4 6.4 6
1767437133.225774178 -5.88587 0.795606 1.49982 -5.88501 0.795015 1.49979 0.935768 -0.0429253 -0.000218366 0.934497 -0.0396158 -0.000203463 -0.000858199 0.000591437 3.01324e-05 0.00127068 -0.0033095 -1.49029e-05 0.170822 0.259004 9.61441 15.7 15.7 15 6.4 6.4 6
1767437133.235900420 -5.87649 0.79519 1.49982 -5.87566 0.794633 1.49979 0.937554 -0.0401605 -0.000215848 0.936208 -0.0368703 -0.000202134 -0.000825459 0.000557566 2.9985e-05 0.00134634 -0.00329021 -1.37141e-05 0.168906 0.257551 9.61442 15.7 15.7 15 6.4 6.4 6
1767437133.245968007 -5.8671 0.794802 1.49982 -5.86629 0.794278 1.49979 0.939308 -0.0374124 -0.000213258 0.937895 -0.034137 -0.000200629 -0.000811299 0.000524722 2.98533e-05 0.00141268 -0.00327543 -1.26292e-05 0.166675 0.256031 9.61443 15.7 15.7 15 6.4 6.4 6
1767437133.256001040 -5.85776 0.794444 1.49982 -5.8569 0.79395 1.49979 0.94102 -0.0346943 -0.00021061 0.939558 -0.0314163 -0.000198952 -0.0008604 0.000494388 2.97464e-05 0.00146164 -0.00327797 -1.16581e-05 0.16339 0.254393 9.61444 15.7 15.7 15 6.4 6.4 6
1767437133.266063932 -5.84837 0.794112 1.49982 -5.8475 0.793649 1.49979 0.942711 -0.0319766 -0.000207877 0.941199 -0.0287089 -0.000197145 -0.000869467 0.000462506 2.96399e-05 0.00151221 -0.00326765 -1.07318e-05 0.160761 0.252755 9.61445 15.7 15.7 15 6.4 6.4 6
1767437133.282450667 -5.83885 0.793803 1.49981 -5.83808 0.793376 1.49978 0.944393 -0.0292392 -0.000205034 0.942816 -0.0260154 -0.000195259 -0.000765621 0.00042718 2.95181e-05 0.00157678 -0.00322379 -9.77488e-06 0.159993 0.251209 9.61446 15.7 15.7 15 6.4 6.4 6
1767437133.285861887 -5.82941 0.793524 1.49981 -5.82864 0.793129 1.49978 0.946028 -0.0265449 -0.000202147 0.944411 -0.0233362 -0.000193826 -0.000765544 0.000395486 2.943e-05 0.00161725 -0.00320869 -8.32107e-06 0.157502 0.249498 9.61448 15.7 15.7 15 6.4 6.4 6
1767437133.295990499 -5.81993 0.793272 1.49981 -5.81919 0.792909 1.49978 0.947641 -0.0238557 -0.000199176 0.945983 -0.0206719 -0.000192698 -0.00073478 0.00036314 2.93532e-05 0.00165756 -0.00318379 -6.47759e-06 0.155513 0.247783 9.6145 15.7 15.7 15 6.4 6.4 6
1767437133.305969730 -5.81053 0.793049 1.49981 -5.80972 0.792715 1.49978 0.949209 -0.0212089 -0.000196163 0.947533 -0.0180228 -0.000191189 -0.00080426 0.000333336 2.93142e-05 0.0016761 -0.00318614 -4.97309e-06 0.15187 0.245897 9.61451 15.7 15.7 15 6.4 6.4 6
1767437133.315738259 -5.80103 0.79285 1.49981 -5.80024 0.792548 1.49978 0.950765 -0.0185526 -0.000193048 0.94906 -0.0153893 -0.000189359 -0.000787438 0.00030159 2.92711e-05 0.00170442 -0.00316322 -3.68894e-06 0.149649 0.24408 9.61453 15.7 15.7 15 6.4 6.4 6
1767437133.325575637 -5.79189 0.792684 1.4998 -5.79169 0.79242 1.49978 0.952233 -0.0160162 -0.000189989 0.950415 -0.013033 -0.000187577 -0.000198738 0.000263527 2.91284e-05 0.00181756 -0.0029832 -2.41166e-06 0.157084 0.243181 9.61454 15.7 15.7 15 6.4 6.4 6
1767437133.339550798 -5.78185 0.79253 1.4998 -5.78123 0.792293 1.49977 0.953816 -0.0132489 -0.000186553 0.952046 -0.0101711 -0.000184874 -0.000618202 0.000236932 2.91934e-05 0.00176975 -0.00307779 -1.67905e-06 0.147444 0.240511 9.61455 15.7 15.7 15 6.4 6.4 6
1767437133.345842169 -5.77237 0.792411 1.4998 -5.7717 0.792204 1.49977 0.95528 -0.0106584 -0.000183242 0.953504 -0.00758725 -0.000181996 -0.000668441 0.000207037 2.9192e-05 0.00177559 -0.00307116 -1.24645e-06 0.144133 0.238483 9.61456 15.7 15.7 15 6.4 6.4 6
1767437133.356887237 -5.76289 0.792318 1.4998 -5.76216 0.792141 1.49977 0.956717 -0.00808798 -0.000179865 0.954941 -0.00502063 -0.000179078 -0.000732264 0.000177144 2.91974e-05 0.00177572 -0.00306735 -7.86967e-07 0.140604 0.236393 9.61457 15.7 15.7 15 6.4 6.4 6
1767437133.365796889 -5.75325 0.79225 1.4998 -5.7526 0.792104 1.49977 0.95815 -0.00549477 -0.000176363 0.956356 -0.00247163 -0.000176048 -0.000648152 0.000146221 2.91796e-05 0.00179371 -0.00302314 -3.1491e-07 0.139502 0.234473 9.61458 15.7 15.7 15 6.4 6.4 6
1767437133.375832509 -5.74368 0.792208 1.4998 -5.74303 0.792092 1.49977 0.959544 -0.00294179 -0.00017282 0.95775 5.94014e-05 -0.000173005 -0.000647892 0.000116177 2.91823e-05 0.0017949 -0.00300119 1.84982e-07 0.137027 0.232393 9.61459 15.7 15.7 15 6.4 6.4 6
1767437133.385860729 -5.73399 0.792191 1.49979 -5.73345 0.792105 1.49976 0.960929 -0.000378815 -0.000169166 0.959122 0.00257206 -0.000169889 -0.000541202 8.62636e-05 2.91711e-05 0.00180731 -0.00295088 7.23329e-07 0.136295 0.230431 9.6146 15.7 15.7 15 6.4 6.4 6
1767437133.395843966 -5.72443 0.7922 1.49979 -5.72385 0.792143 1.49976 0.962269 0.00212789 -0.000165495 0.960473 0.0050659 -0.000166651 -0.00057743 5.67693e-05 2.91901e-05 0.00179608 -0.00293801 1.15503e-06 0.133233 0.228219 9.61461 15.7 15.7 15 6.4 6.4 6
1767437133.406033390 -5.71485 0.792233 1.49979 -5.71424 0.792206 1.49976 0.963585 0.00461748 -0.000161753 0.961801 0.00754044 -0.000163264 -0.000607307 2.72967e-05 2.92117e-05 0.00178342 -0.00292295 1.51044e-06 0.130288 0.225977 9.61462 15.7 15.7 15 6.4 6.4 6
1767437133.416077068 -5.70519 0.792292 1.49979 -5.70461 0.792294 1.49976 0.964884 0.00710277 -0.000157919 0.963107 0.00999518 -0.000159773 -0.000579013 -1.71657e-06 2.92269e-05 0.00177695 -0.0028924 1.85317e-06 0.128309 0.223787 9.61463 15.7 15.7 15 6.4 6.4 6
1767437133.425944764 -5.69559 0.792375 1.49979 -5.69498 0.792406 1.49976 0.966151 0.00955123 -0.000154044 0.96439 0.0124296 -0.000156182 -0.000617323 -3.10541e-05 2.9256e-05 0.0017607 -0.00287839 2.13867e-06 0.125266 0.221457 9.61464 15.7 15.7 15 6.4 6.4 6
1767437133.435871553 -5.68589 0.792483 1.49979 -5.68533 0.792542 1.49976 0.967406 0.0120032 -0.000150062 0.965649 0.0148433 -0.000152483 -0.000562002 -5.92261e-05 2.92729e-05 0.00175656 -0.00284009 2.42192e-06 0.123775 0.21924 9.61465 15.7 15.7 15 6.4 6.4 6
1767437133.447580371 -5.67613 0.792616 1.49978 -5.67566 0.792703 1.49975 0.968642 0.0144446 -0.000145994 0.966884 0.0172357 -0.000148666 -0.000465363 -8.63023e-05 2.92865e-05 0.00175807 -0.00279116 2.67252e-06 0.122987 0.217058 9.61465 15.7 15.7 15 6.4 6.4 6
1767437133.455815509 -5.66653 0.792771 1.49978 -5.66599 0.792887 1.49975 0.969834 0.0168209 -0.000141933 0.968095 0.0196064 -0.000144725 -0.000545218 -0.000115757 2.93284e-05 0.00173899 -0.00278553 2.79202e-06 0.119364 0.21456 9.61466 15.7 15.7 15 6.4 6.4 6
1767437133.465849318 -5.89377 0.699764 1.5 -5.6563 0.793095 1.49975 0.940469 -0.0355687 -0.000210547 0.96928 0.021955 -0.000140599 -0.237465 -0.0933304 0.000246967 -0.0288107 -0.0575237 -6.99481e-05 -3.92119 -1.84948 9.61736 15.7 15.7 15 6.4 6.4 6
1767437133.475849007 -5.88444 0.699412 1.5 -5.6466 0.793326 1.49974 0.940472 -0.035544 -0.000205734 0.970366 0.0242031 -0.00312972 -0.237839 -0.0939139 0.000257029 -0.0298941 -0.0597472 0.00292399 -3.93166 -1.86867 9.68797 15.7 15.7 15 6.4 6.4 6
1767437133.485719558 -5.87504 0.699057 1.49999 -5.6369 0.793578 1.49968 0.940479 -0.0354981 -0.000196817 0.971012 0.0262669 -0.00917005 -0.238143 -0.0945216 0.00031542 -0.0305334 -0.061765 0.00897323 -3.93461 -1.88647 9.75511 15.7 15.7 15 6.4 6.4 6
1767437133.497613888 -5.86613 0.69872 1.49999 -5.62816 0.793822 1.49957 0.940489 -0.0354356 -0.000184695 0.970635 0.0278546 -0.0144434 -0.237971 -0.0951015 0.000420699 -0.0301468 -0.0632902 0.0142587 -3.92444 -1.89956 9.76175 15.7 15.7 15 6.4 6.4 6
1767437133.505899705 -5.85614 0.698345 1.49999 -5.61749 0.794136 1.49939 0.940503 -0.0353439 -0.000166969 0.967925 0.0291182 -0.0191309 -0.238648 -0.0957916 0.000605364 -0.0274219 -0.0644621 0.0189639 -3.91065 -1.90942 9.76194 15.7 15.7 15 6.4 6.4 6
1767437133.515809562 -5.8468 0.697994 1.49999 -5.60784 0.794429 1.49918 0.940522 -0.0352381 -0.000146548 0.962327 0.029196 -0.0217298 -0.238965 -0.0964346 0.000809299 -0.0218053 -0.064434 0.0215832 -3.81933 -1.91376 9.76584 15.7 15.7 15 6.4 6.4 6
1767437133.525422857 -5.83789 0.697661 1.49999 -5.59921 0.794687 1.49898 0.940543 -0.0351192 -0.000123677 0.954011 0.0280263 -0.0230116 -0.238677 -0.0970265 0.00100998 -0.013468 -0.0631455 0.0228879 -3.6405 -1.91166 9.77131 15.7 15.7 15 6.4 6.4 6
1767437133.536097185 -5.82793 0.69729 1.49999 -5.5888 0.794979 1.49872 0.940572 -0.0349663 -9.43365e-05 0.93888 0.0245641 -0.0237329 -0.239137 -0.0976889 0.00126649 0.00169173 -0.0595305 0.0236385 -3.28606 -1.87457 9.77813 15.7 15.7 15 6.4 6.4 6
1767437133.545893438 -5.81862 0.696944 1.49999 -5.5795 0.795199 1.49848 0.940604 -0.0348046 -6.3375e-05 0.919903 0.0191441 -0.0241847 -0.239122 -0.0982548 0.00150514 0.0207008 -0.0539487 0.0241213 -2.7973 -1.80168 9.78536 15.7 15.7 15 6.4 6.4 6
1767437133.558443431 -5.80912 0.696594 1.49999 -5.57042 0.795354 1.49823 0.940641 -0.0346214 -2.84012e-05 0.895792 0.0113644 -0.0251912 -0.238708 -0.0987598 0.00175074 0.0448491 -0.0459858 0.0251628 -2.1624 -1.6872 9.80016 15.7 15.7 15 6.4 6.4 6
1767437133.565146436 -5.80052 0.696278 1.49999 -5.56247 0.795417 1.498 0.940681 -0.03444 6.14418e-06 0.869854 0.00231465 -0.0271607 -0.238057 -0.0991385 0.00198517 0.0708261 -0.0367546 0.0271669 -1.50406 -1.55095 9.8304 15.7 15.7 15 6.4 6.4 6
1767437133.575216807 -5.7912 0.695938 1.49999 -5.55393 0.795381 1.49771 0.940728 -0.0342268 4.662e-05 0.83692 -0.00986534 -0.0314118 -0.237265 -0.099443 0.00227616 0.103808 -0.0243614 0.0314585 -3.05569 -1.37378 9.90485 15.7 15.7 15 6.4 6.4 6
1767437133.585843325 -5.78102 0.695569 1.49999 -5.54494 0.795188 1.49733 0.940787 -0.0339755 9.41993e-05 0.796318 -0.0256774 -0.0380987 -0.23608 -0.0996186 0.00265835 0.144469 -0.00829811 0.0381929 -2.7762 -1.14133 9.9765 15.7 15.7 15 6.4 6.4 6
1767437133.596066407 -5.7716 0.69523 1.49999 -5.53718 0.79485 1.49691 0.940848 -0.0337255 0.000141369 0.756089 -0.0420351 -0.0451639 -0.234423 -0.0996204 0.00307495 0.184759 0.00830961 0.0453053 -2.4917 -0.922124 10.0571 15.7 15.7 15 6.4 6.4 6
1767437133.606276401 -5.76259 0.694908 1.49999 -5.53054 0.794401 1.49647 0.940912 -0.0334715 0.000189155 0.718103 -0.0580003 -0.0523855 -0.232051 -0.0994926 0.00351489 0.222809 0.0245288 0.0525746 -2.21032 -0.732596 10.1374 15.7 15.7 15 6.4 6.4 6
1767437133.615299216 -5.75347 0.694585 1.49999 -5.52358 0.793728 1.49591 0.940984 -0.0331995 0.000240187 0.674896 -0.0766734 -0.0611624 -0.229887 -0.0991433 0.00408417 0.266088 0.0434738 0.0614026 -1.89872 -0.541423 10.2223 15.7 15.7 15 6.4 6.4 6
1767437133.626091021 -5.74335 0.69423 1.49999 -5.51642 0.792769 1.49518 0.941071 -0.0328813 0.000299684 0.627311 -0.0977646 -0.0712269 -0.226933 -0.0985393 0.00481512 0.313759 0.0648833 0.0715266 -1.5465 -0.365551 10.2988 15.7 15.7 15 6.4 6.4 6
1767437133.636103553 -5.73392 0.693902 1.5 -5.51036 0.791696 1.49442 0.941159 -0.0325691 0.000357858 0.584998 -0.116901 -0.0801183 -0.223559 -0.0977938 0.00557556 0.356161 0.0843315 0.0804762 -1.22144 -0.242051 10.3465 15.7 15.7 15 6.4 6.4 6
1767437133.646084394 -5.72455 0.693579 1.5 -5.50471 0.790433 1.49358 0.941254 -0.0322448 0.000418083 0.544491 -0.13549 -0.0882239 -0.219838 -0.0968537 0.00642196 0.396763 0.103245 0.0886419 -0.90244 -0.154714 10.3758 15.7 15.7 15 6.4 6.4 6
1767437133.656482633 -5.71559 0.693274 1.50001 -5.49997 0.789141 1.49276 0.941352 -0.0319216 0.00047789 0.510251 -0.151361 -0.094503 -0.215626 -0.0958674 0.00724929 0.431101 0.119439 0.0949809 -0.615819 -0.105397 10.3922 15.7 15.7 15 6.4 6.4 6
1767437133.665211740 -5.70631 0.692961 1.50001 -5.49504 0.787545 1.49178 0.941461 -0.0315735 0.000542087 0.475337 -0.167636 -0.100087 -0.211264 -0.0945843 0.00822855 0.466125 0.136062 0.100629 -0.32243 -0.0773153 10.404 15.7 15.7 15 6.4 6.4 6
1767437133.674969272 -5.69709 0.692653 1.50002 -5.49045 0.785795 1.49076 0.941577 -0.0312151 0.000607952 0.444308 -0.182103 -0.104059 -0.206638 -0.0931414 0.00925628 0.49727 0.150888 0.104666 -0.0496936 -0.0699587 10.4145 15.7 15.7 15 6.4 6.4 6
1767437133.685939687 -5.68688 0.692317 1.50002 -5.48572 0.783715 1.4896 0.941715 -0.0308038 0.000683237 0.41521 -0.19555 -0.106479 -0.201151 -0.091398 0.0104231 0.526505 0.164746 0.107162 1.5125 -0.0743781 10.4265 15.7 15.7 15 6.4 6.4 6
1767437133.695941221 -5.67741 0.692009 1.50003 -5.48168 0.781709 1.48853 0.941851 -0.0304094 0.000755132 0.393734 -0.205248 -0.107255 -0.195728 -0.0896995 0.0114997 0.548117 0.174838 0.10801 1.29904 -0.0829591 10.4427 15.7 15.7 15 6.4 6.4 6
1767437133.705805353 -5.66804 0.691709 1.50004 -5.47783 0.779619 1.48746 0.941995 -0.0300067 0.000828261 0.377205 -0.212398 -0.106909 -0.190203 -0.0879098 0.0125796 0.56479 0.182391 0.107737 1.14232 -0.0835062 10.4558 15.7 15.7 15 6.4 6.4 6
